Session ID,Title,Day,Date,Theatre,Start Time,End Time,OLDCategories,Categories,Description,Speaker 1 Name,Speaker 1 Job Title,Speaker 1 Company,Speaker 1 Profile URL,Speaker 2 Name,Speaker 2 Job Title,Speaker 2 Company,Speaker 2 Profile URL,Speaker 3 Name,Speaker 3 Job Title,Speaker 3 Company,Speaker 3 Profile URL,Speaker 4 Name,Speaker 4 Job Title,Speaker 4 Company,Speaker 4 Profile URL,Speaker 5 Name,Speaker 5 Job Title,Speaker 5 Company,Speaker 5 Profile URL,Session URL,Manual Ranking Bump
36299,AI for bookkeepers: Simple steps to make AI your own assistant,Day 1,13-May-26,Theatre 6 - Bookkeepers,10:20,11:00,"AI, AI & Automation, CRM & Comms","AI & Automation, Bookkeeping","AI isn't here to steal your job, it's here to take the boring bits off your plate. This talk cuts through the hype and fear to show bookkeepers how AI can become a practical, everyday assistant in their business. No tech wizardry required. I'll explore simple, real-world ways to use AI to save time, improve accuracy, streamline client communication, and support better decision-making, all without compromising compliance, ethics, or your professional judgment. Think of AI as the junior team member who never gets tired and works 24/7. You'll leave with clear, actionable steps to start using AI confidently and safely.",Natasha Everard,Bookkeeper Superhero,Bewitching Bookkeeping,https://www.accountex.co.uk/london/speakers/natasha-everard/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/ai-for-bookkeepers-simple-steps-to-make-ai-your-own-assistant/,FALSE
36309,"Bookkeepers mean business: Regulation, AI and the power of specialisation",Day 1,13-May-26,Theatre 6 - Bookkeepers,11:20,12:00,"Bookkeeping, AI & Automation, Data & Analytics","Data & Analytics, AI & Automation, Bookkeeping","Bookkeeping is no longer just about keeping books. It is about keeping business on track and becoming the human API behind the economy. In this strategic update, ICB CEO Ami Copeland shares regulatory insight, AI developments and key findings from ICB's 2026 State of the Profession research, outlining where the landscape is shifting and where opportunity lies. You will hear the latest on agent and ACSP registration, the MLRs, what AI can and cannot replace, and how ICB's new modular pathways give bookkeepers greater choice, flexibility and control over their careers.",Ami Copeland,CEO,ICB,https://www.accountex.co.uk/london/speakers/ami-copeland/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/bookkeepers-mean-business-regulation-ai-and-the-power-of-specialisation/,FALSE
36330,Building a connected firm: Moving from fragmented tools to end-to-end workflows,Day 1,13-May-26,Theatre 6 - Bookkeepers,12:20,13:00,"Bookkeeping, CRM & Comms, Expenses, Banking & Payments, Practice Management, eSign","Practice Management, Bookkeeping, Marketing & Growth, Other, Document Management","Clients expect bookkeeping, spend management and payments to work together  yet most firms still operate with disconnected systems. This session unpacks how practices are redesigning their internal processes to create smoother, faster, more predictable client workflows. From unified data entry to clearer approval paths and cleaner handovers, learn how connected operations improve margins, reduce stress, and create a more modern client experience.",Lara Manton,Director,LJM Bookkeeping Ltd,https://www.accountex.co.uk/london/speakers/lara-manton/,Gavin Fell,Sales Leader,Apron,https://www.accountex.co.uk/london/speakers/gavin-fell/,Zoe Whitman,Co-founder,6 Figure Bookkeeper,https://www.accountex.co.uk/london/speakers/zoe-whitman/,,,,,,,,,https://www.accountex.co.uk/london/sessions/building-a-connected-firm-moving-from-fragmented-tools-to-end-to-end-workflows/,FALSE
36406,Growing through adversity to achieve your success,Day 1,13-May-26,Theatre 6 - Bookkeepers,13:20,14:00,Mental Health & Wellbeing,Mental Health & Wellbeing,"In October 2023, while dining with ICB colleagues in London, Paula choked on a piece of steak and was clinically dead for more than fifteen minutes. Thanks to the swift intervention of the restaurant manager and the rapid response of the emergency services, her life was saved. Her recovery, both physical and emotional, took many months. During this time, she took the opportunity to re-evaluate and rebuild both personally and professionally, a process that has had a profound impact on her lifestyle and the way she approaches her practice. Sharing this journey will no doubt inspire and encourage others to push forward with their goals.",Paula Veysey-Smith,Founder and Director,MPower Accounting Services,https://www.accountex.co.uk/london/speakers/paula-veysey-smith/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/growing-through-adversity-to-achieve-your-success/,FALSE
36267,How previous failures help me stop others failing,Day 1,13-May-26,Theatre 6 - Bookkeepers,14:20,15:00,Bookkeeping,Bookkeeping,"In the last 26 years I've failed a few times. Whether it's over-reaching, not keeping an eye on the bottom line, or just bad planning, I've experienced one disastrous failure and a few small ones too. Now I use that experience as well as that of those around me to help keep other business owners on the right path, so they can not only avoid the mistakes I made, but recognise when something is about to go horribly wrong and intervene before it does.",Tim Chilestone,Director,TCS Guernsey,https://www.accountex.co.uk/london/speakers/tim-chilestone/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/how-previous-failures-help-me-stop-others-failing/,FALSE
36350,A no-nonsense marketing masterclass for accountants & bookkeepers,Day 1,13-May-26,Theatre 6 - Bookkeepers,15:20,16:00,"Sales & Marketing / Branding / Social Media, Marketing & Growth, Practice Management","Marketing & Growth, Bookkeeping","Marketing is part of running accounting or bookkeeping practice, even if it wasn't why you joined the profession. For many firms it sits between ""I know it matters"" and ""I'll get to it when things are quieter"". This interactive masterclass, led by marketers Callum Macrae and Elizabeth Carter (40+ years combined experience), focuses on what actually works for practices like yours. Whether you are just getting started, refining your approach, or simply want marketing to feel a bit less painful, this session will leave you with ideas you can actually use and a clearer sense of what is worth your effort.",Callum Macrae,Marketing Director,JE Consulting,https://www.accountex.co.uk/london/speakers/callum-macrae/,Elizabeth Carter,Head of Marketing,Institute of Certified Bookkeepers (ICB),https://www.accountex.co.uk/london/speakers/elizabeth-carter/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/a-no-nonsense-marketing-masterclass-for-accountants-bookkeepers/,FALSE
36345,The curious bookkeeper: Building a connected client centric practice,Day 1,13-May-26,Theatre 6 - Bookkeepers,16:20,17:00,"Practice Management / Progressive Practice, AI & Automation, HR & People","HR & Leadership, Bookkeeping, Client Communication","In an increasingly automated world, you & your clients feel increasingly isolated. You set up your Practice to make a difference, yet you spend your day staring at a screen, wondering if technology is making you obsolete. You miss interacting with people and making a real difference in clients' businesses. Becoming a Curious Bookkeeper changes this. Discover the Applied Curiosity Model, a practical framework to unlock your curiosity, develop services, build great relationships, & boost your confidence. Practical tips you can apply immediately. The result? A future-proofed practice that works for you & your clients.",Bekka Prideaux,Director,SME Clutch,https://www.accountex.co.uk/london/speakers/bekka-prideaux/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/the-curious-bookkeeper-building-a-connected-client-centric-practice/,FALSE
36331,The power of networking: Turning connections into opportunities,Day 1,13-May-26,Theatre 6 - Bookkeepers,17:20,18:00,"Other, HR & People, Marketing & Growth","Marketing & Growth, HR & Leadership, Other","In this interactive panel session, Gill Russel questions Lisa Pirie and Stephanie Nicolson on why they founded the network, Kent Kinnections, and how networking has been pivotal in growing their successful bookkeeping practices. Together, they explore how accountants and bookkeepers can build confidence, form meaningful relationships and unlock real opportunities through networking. Attendees will gain practical networking tips and see how a strong, diverse network becomes a trusted peer group of experts across IT, HR, marketing and social media - helping them feel supported and confident in their business.",Stephanie Nicolson,Director,Books & Balance Ltd and Kent Kinnections Ltd,https://www.accountex.co.uk/london/speakers/stephanie-nicolson/,Lisa Pirie,Director,Acey Bookkeeping Ltd and Kent Kinnections Ltd,https://www.accountex.co.uk/london/speakers/lisa-pirie/,Gill Russel,Owner,The Gill Russel Consultancy,https://www.accountex.co.uk/london/speakers/gill-russel/,,,,,,,,,https://www.accountex.co.uk/london/sessions/the-power-of-networking-turning-connections-into-opportunities/,FALSE
36325,The change-ready leader: Preparing your firm for what's next,Day 1,13-May-26,Theatre 7 - Leadership,10:20,11:00,"Motivation / Leadership / Mindset, Tax & MTD, AI & Automation, HR & People, Practice Management","HR & Leadership, Practice Management, AI & Automation, Tax & MTD","MTD forced change on you. AI, talent wars, and new regulations are already queuing up next. This session shows exhausted firm owners how to build firms that absorb disruption instead of breaking under it. You'll gain the: - Post-MTD triage system: which clients to save, which systems to repair first - ""buffer"" formula: calculating the time, money and headspace that protect you from the next crisis - Anti-fragile framework: three systems that turn regulatory chaos and future change into competitive advantage Walk away with the recovery roadmap AND the change-capacity audit that future-proof your practice.",Heather Townsend,Founder,Accountants' Growth Club,https://www.accountex.co.uk/london/speakers/heather-townsend/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/the-change-ready-leader-preparing-your-firm-for-whats-next/,FALSE
36319,Unlocking the power of self leadership,Day 1,13-May-26,Theatre 7 - Leadership,11:20,12:00,"Other, Data & Analytics, HR & People","Data & Analytics, HR & Leadership, Other","This session will explore the critical role of self leadership in a rapidly evolving professional landscape. In this session we will explore key themes such as self awareness, accountability, resilience, and mindset. The panel will share reflections from their own experiences, offering insights into the different approaches and mindsets that can help individuals navigate change, grow with confidence, shape their own development, and contribute meaningfully to their organisation or business.",Clare Elliott,Chief Financial Officer,Net Support,https://www.accountex.co.uk/london/speakers/clare-elliott/,Craig Dyer,Managing Director,C A Dyer Accounts & Bookkeeping Ltd,https://www.accountex.co.uk/london/speakers/craig-dyer/,Catia Franco,Founding Director,CP Franco Accounts & Finance Ltd,https://www.accountex.co.uk/london/speakers/catia-franco/,Ellis Harris-Kijak,Director,FieCo Accountancy & Marketing,https://www.accountex.co.uk/london/speakers/ellis-harris-kijak/,,,,,https://www.accountex.co.uk/london/sessions/unlocking-the-power-of-self-leadership/,FALSE
36355,Break the narrative: Confident communication in finance & accountancy,Day 1,13-May-26,Theatre 7 - Leadership,12:20,13:00,"Motivation / Leadership / Mindset, HR & People",HR & Leadership,"In a profession defined by deadlines, scrutiny and high-pressure decision-making, the biggest challenges often come from the internal narratives we carry. This session helps finance & accountancy professionals break unhelpful stories, communicate with confidence & navigate difficult conversations with clarity. Blending lived experience with practical tools, Nick explores how mindset, language & self-awareness influence performance, resilience & leadership. Attendees will leave with simple, actionable strategies to express themselves, handle pressure & build stronger relationships in business & with themselves.",Nick Elston,Founder,Forging People,https://www.accountex.co.uk/london/speakers/nick-elston/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/break-the-narrative-confident-communication-in-finance-accountancy/,FALSE
36388,Mentorship vs. management: How to be the boss your trainees don't want to leave,Day 1,13-May-26,Theatre 7 - Leadership,13:20,14:00,"Motivation / Leadership / Mindset, HR & People",HR & Leadership,"In a competitive 2026 talent market, losing a trainee is a massive financial and cultural drain. This session challenges the traditional ""manager"" mindset, showing why checking work isn't the same as building a career. We explore how to bridge the gap between exam theory and office reality, transforming junior staff into loyal, strategic assets. This will be a trainer's-eye view of what Gen Z actually values, and an opportunity to share practical, low-cost mentoring frameworks that reduce burnout and ensure your trainees stay long after they qualify.",Thomas Broadley,Head of Accountancy Training,Astranti,https://www.accountex.co.uk/london/speakers/thomas-broadley/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/mentorship-vs-management-how-to-be-the-boss-your-trainees-dont-want-to-leave/,FALSE
36369,The architecture of leadership: How great leaders are actually built,Day 1,13-May-26,Theatre 7 - Leadership,14:20,15:00,"Motivation / Leadership / Mindset, Tax & MTD, HR & People",HR & Leadership,"Leadership isn't something you inherit or earn through promotion  it's something that is deliberately built. In a finance sector facing rapid change, technical expertise alone is no longer enough. This session uses the metaphor of architecture to explore what really goes into building strong, effective leaders: solid foundations, clear structures, and the courage to renovate outdated habits. Delegates will leave with a practical framework for developing leadership capability that supports performance, people, and long-term resilience.",Laura Cadman,Leadership and Business Coach,Laura Cadman Limited,https://www.accountex.co.uk/london/speakers/laura-cadman/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/the-architecture-of-leadership-how-great-leaders-are-actually-built/,FALSE
36295,Why today's leaders need to connect and shape a better world,Day 1,13-May-26,Theatre 7 - Leadership,15:20,16:00,"Motivation / Leadership / Mindset, Data & Analytics, HR & People",HR & Leadership,"Ever feel like there are too many tabs open in your web browser? Want to think big but struggle to carve out the headspace? Come and join this inter-active discussion based around this year's Sustainability Zone concept, ""The Canopy"" - a space to connect and shape a better world. What kind of future do you wish to see? We're inviting you to discover, play and dream about this future as Accountants and Bookkeepers. Meet like-minded people, share stories, contribute to the collective storytelling visualisation evolving under the giant tree. Come with questions, insights, ideas. Leave with more energy than you came with.",Laura Gelder-Robertson,Sustainability Director,Glow Innovation Ltd,https://www.accountex.co.uk/london/speakers/laura-gelder-robertson/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/why-todays-leaders-need-to-connect-and-shape-a-better-world/,FALSE
36360,"What got you here, might not get you there",Day 1,13-May-26,Theatre 7 - Leadership,16:20,17:00,"Motivation / Leadership / Mindset, HR & People",HR & Leadership,"Day 3 of the Marathon des Sables, 85km at 52°C, Ben nearly quit. His launch strategy was destroying him. Same happens to leaders: 80% fail within 18 months. Ben reveals the ""Paradox of Progress"". The fuel that launches you becomes toxic. Using his three-phase framework (Furious Founder, Stretched Operator, Accelerating Architect), audiences discover why leader fuel has a dangerous half-life, the one coaching question that transforms delegation, and the ""run 10, walk 1"" principle separating sustainable builders from burnout casualties. Expect adventure, hard data, and the strategic pause that changes everything.",Ben Stocken,Founder / CEO,Atherio,https://www.accountex.co.uk/london/speakers/ben-stocken/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/what-got-you-here-might-not-get-you-there/,FALSE
36391,"The weight of leadership: Creating clarity, capacity and calm in accountancy practices",Day 1,13-May-26,Theatre 7 - Leadership,17:20,18:00,"Motivation / Leadership / Mindset, Data & Analytics, HR & People, Practice Management","HR & Leadership, Data & Analytics","Leadership in an accountancy practice often comes with an unspoken weight, being the decision-maker, the emotional anchor, and the one everyone turns to under pressure. Over time, this can quietly shape focus, wellbeing and team dynamics. This session explores the human side of leadership and how everyday habits, assumptions and responses influence clarity, capacity and culture. Using the Balanced Business Framework, attendees will gain insight into how to lead in a way that reduces strain, strengthens teams and creates a more sustainable working rhythm.",Joanne Wharam,Founder and Business Coach,SMART Support For Business Limited,https://www.accountex.co.uk/london/speakers/joanne-wharam/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/the-weight-of-leadership-creating-clarity-capacity-and-calm-in-accountancy-practices/,FALSE
36375,Why commercial thinking (not more clients) drives profit,Day 1,13-May-26,Theatre 8 - Impact,10:20,11:00,"Pricing, Data & Analytics, HR & People","Data & Analytics, HR & Leadership, Pricing","Most accounting firms don't struggle because of a lack of clients they struggle because commercial thinking hasn't evolved alongside growth. Why Commercial Thinking (Not More Clients) Drives Profit challenges the belief that being busy equals being profitable. This session explores how commercial leadership influences pricing, client boundaries and service design. Drawing on real-world experience, attendees will gain practical insight into pricing with confidence, improving profitability and building a sustainable firm without increasing workload.",Francesca McClory,Managing Director,Future Cloud Accounting,https://www.accountex.co.uk/london/speakers/francesca-mcclory/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/why-commercial-thinking-not-more-clients-drives-profit/,TRUE
37039,From automation to autonomy: Avoiding the AI-gym membership,Day 1,13-May-26,Theatre 8 - Impact,11:20,12:00,"AI, AI & Automation, Practice Management","Practice Management, AI & Automation","Artificial intelligence in audit is often discussed in terms of automation, streamlining tasks, accelerating workflows, and increasing efficiency. But the next frontier is ""agentic AI,"" where systems move beyond automation into autonomous problem-solving, scenario analysis, and decision support. For Audit leaders, the most effective path to adoption isn't an all-or-nothing leap; it starts with applying AI to smaller, well-defined parts of the audit process. This session will explore how agentic AI could transform Audit practices over time.",Jamie Ryan,VP Customer Success,DataSnipper,https://www.accountex.co.uk/london/speakers/jamie-ryan/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/from-automation-to-autonomy-avoiding-the-ai-gym-membership/,FALSE
36410,How I built my personal brand to over 80k followers and 20 million views with £0 budget,Day 1,13-May-26,Theatre 8 - Impact,12:20,13:00,"How To Influence Up / How To Sell Yourself, Marketing & Growth","HR & Leadership, Marketing & Growth","Growing a personal brand doesn't require money, it requires clarity, courage, and consistency. In this session, I'll share how I built an audience of over 80k followers and reached 20 million views from scratch with £0. I'll unpack the lessons, setbacks, and mindset shifts that made the difference, and show you what's possible when you start showing up strategically and authentically.",James Wright,Programme Leader of Accountancy & Finance and Senior Lecturer,University of Chichester (UK),https://www.accountex.co.uk/london/speakers/james-wright/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/how-i-built-my-personal-brand-to-over-80k-followers-and-20-million-views-with-0-budget/,FALSE
36413,Sales mastery: What the top 1% do differently,Day 1,13-May-26,Theatre 8 - Impact,13:20,14:00,"Other, Marketing & Growth","Marketing & Growth, Other","Sales Mastery: What the Top 1% Do Differently reveals how top-performing professionals and advisory teams consistently attract, win, and retain ideal clients without relying on outdated tactics. Attendees will learn the core habits, mindset shifts, and proven sales fundamentals elite professionals use to create trust, lead value-based conversations, and position their firm as the clear choice. The result is greater focus, confidence, and a repeatable approach to business development that drives predictable, sustainable growth.",Saroj Bains,Director,ThinkGrowSales.com,https://www.accountex.co.uk/london/speakers/saroj-bains/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/sales-mastery-what-the-top-1-do-differently/,FALSE
36310,LinkedIn for accountants & bookkeepers who hate showing off,Day 1,13-May-26,Theatre 8 - Impact,14:20,15:00,"Sales & Marketing / Branding / Social Media, Marketing & Growth",Marketing & Growth,"Most accountants and bookkeepers don't need another ""how to"" on LinkedIn. They need a way to show up that doesn't feel cringey, salesy or unsafe. In this honest, story-led session, LinkedIn coach and former chef Ashley Leeds shares how a very normal bloke with a mortgage and a wobbly CV has used simple 15-minute-a-day habits to build a thriving business working with accountants and bookkeepers. You'll leave with an easy LinkedIn routine you can actually stick to, even if you hate being in the spotlight.",Ashley Leeds,The 15-Minute Guy,Full Cup Coaching,https://www.accountex.co.uk/london/speakers/ashley-leeds/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/linkedin-for-accountants-bookkeepers-who-hate-showing-off/,FALSE
36409,Balanced minds for busy accountants,Day 1,13-May-26,Theatre 8 - Impact,15:20,16:00,"Mental Health & Wellbeing, HR & People","Mental Health & Wellbeing, HR & Leadership","Drawing on science, psychology and lived experience as an Accountant and Mindfulness teacher, Heather explores how mindfulness can reduce stress, improve concentration and build resilience in the accounting profession. The session includes a simple, practical technique to calm the nervous system and refocus during a busy day, and explains how mindfulness supports clarity under pressure. Attendees will leave with a clear understanding of why mindfulness works and practical tools they can use immediately to support focus, decision-making and wellbeing.",Heather Arnold,Sole Practitioner and Mindfulness Teacher,The Mindful Accountant,https://www.accountex.co.uk/london/speakers/heather-arnold/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/balanced-minds-for-busy-accountants/,FALSE
36346,"The advice is right: The gameshow for attracting, serving & retaining clients",Day 1,13-May-26,Theatre 8 - Impact,16:20,17:00,"Sales & Marketing / Branding / Social Media, CRM & Comms, Data & Analytics, Marketing & Growth","Marketing & Growth, Data & Analytics, Client Communication","This fun, engaging session offers current market insights, actionable tips and best practices for attracting, serving & retaining clients, delivered in a Gameshow format, with the chance to win real prizes. Your expertise, positioned correctly and communicated well, is the key to attracting your right fit clients and serving them at the highest level. You will learn how to differentiate yourself from every other firm offering similar services, how to avoid sounding robotic in your marketing and how to avoid common service complaints that break down client relationships. This one of a kind session is not to be missed!",Rhiannon Glacken,Director,Accountancy Marketing Specialists,https://www.accountex.co.uk/london/speakers/rhiannon-glacken/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/the-advice-is-right-the-gameshow-for-attracting-serving-retaining-clients/,FALSE
36364,"Numbers tell, stories sell: Impactful communication for finance leaders",Day 1,13-May-26,Theatre 8 - Impact,17:20,18:00,"Communication, AI & Automation","AI & Automation, HR & Leadership","In a sector being reshaped by automation and GenAI, Ian Hawkins teaches finance leaders how to bridge the gap between technical expertise and non-technical stakeholders. This high-energy masterclass covers Ian's ""Three Golden Principles"" of influential communication, explains how storytelling works and how it can be used to boost engagement, overcome resistance and inspire transformation.",Ian Hawkins,Speaker Coach,Ian Robert Hawkins Ltd,https://www.accountex.co.uk/london/speakers/ian-hawkins-2/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/numbers-tell-stories-sell-impactful-communication-for-finance-leaders/,FALSE
37283,HMRC e-invoicing,Day 1,13-May-26,Theatre 9 - Horizon Keynote Stage,10:20,11:00,"Tax & MTD, Banking & Payments","Banking & Payments, Tax & MTD, Regulation & Legislation","HMRC talks e-invoicing: What is it? Who will need to do it? What happens next? As announced in the Autumn Statement 2025, e-invoicing will shortly become mandatory for small businesses. Hear from Jen Staves, Programme Director for E-invoicing at HMRC about what the change means for businesses, agents, and software suppliers. Find out what the next steps are, and opportunities for you to feed into the rollout of this policy.",Jen Staves,"Director, Test Learn and Grow",HMRC,https://www.accountex.co.uk/london/speakers/jen-staves/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/hmrc-e-invoicing/,FALSE
36398,Real-time visibility and control in the age of MTD and AI,Day 1,13-May-26,Theatre 9 - Horizon Keynote Stage,11:20,12:00,"Practice Management / Progressive Practice, Tax & MTD, AI & Automation, Data & Analytics","Data & Analytics, AI & Automation, Tax & MTD","As Making Tax Digital accelerates the shift to continuous reporting and AI reshaping the market, firms must move beyond disconnected tools and periodic compliance. This session will explore how progressive firms are redesigning their operating models to gain real-time visibility, stronger control and a competitive advantage.",Chloe Britnell,CTO & Partner,PJCO,https://www.accountex.co.uk/london/speakers/chloe-britnell/,Emma Hallam,Head of Product Management Operations,Intuit QuickBooks,https://www.accountex.co.uk/london/speakers/emma-hallam/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/real-time-visibility-and-control-in-the-age-of-mtd-and-ai/,FALSE
36988,Lessons accountants can learn from elite sport,Day 1,13-May-26,Theatre 9 - Horizon Keynote Stage,12:20,13:00,Motivation / Leadership / Mindset,HR & Leadership,"The one-hour stage presentation, delivered by Steve and Roger, explores the non-negotiable traits of high performance in sport. Drawing on their own journeys, they reveal how these principles were forged through personal experience and how they translate directly into the mindset and behaviours required for success within any organisation. Through powerful storytelling, Steve and Roger share the highs of success and the lessons learned from the challenges they faced along the way. Each story connects back to a simple idea: how individuals in the room can develop the mindset, resilience and habits needed to perform at their best.",Roger Black,Company Director & Olympian,BackleyBlack Ltd,https://www.accountex.co.uk/london/speakers/roger-black/,Steve Backley,Company Director & Olympian,Backley Black Ltd,https://www.accountex.co.uk/london/speakers/steve-backley/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/lessons-accountants-can-learn-from-elite-sport/,FALSE
36383,How soft skills shape confident communicators,Day 1,13-May-26,Theatre 9 - Horizon Keynote Stage,13:20,14:00,"Communication, HR & People",HR & Leadership,"Communication is the glue that holds every relationship together in business, on teams, and in life. It's not just what you say, it's how you say it. Whether you're sharing technical updates or navigating personal conversations, your ability to communicate with clarity, presence, and confidence shapes how others experience you. In this talk, Robyn Riedlinger breaks down the essential soft skills that every future speaker and leader must develop from active listening and emotional awareness to presence, tone, and message delivery. This is the foundation of leadership and the first step toward commanding any room, whether you're in a team huddle or on center stage.",Robyn Riedlinger,Motivational Speaker,Your Signature Talk®,https://www.accountex.co.uk/london/speakers/robyn-riedlinger/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/how-soft-skills-shape-confident-communicators/,FALSE
37034,Current tax issues for small businesses and their owners,Day 1,13-May-26,Theatre 9 - Horizon Keynote Stage,14:20,15:00,"Tax / VAT / MTD, Tax & MTD",Tax & MTD,This session will update you on recent tax changes including announcements about future changes that will affect your clients.,Rebecca Benneyworth,Principal,"Rebecca Benneyworth and Co, Chartered Accountants",https://www.accountex.co.uk/london/speakers/rebecca-benneyworth/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/current-tax-issues-for-small-businesses-and-their-owners/,FALSE
37035,Rebecca and Paul Talking Tax,Day 1,13-May-26,Theatre 9 - Horizon Keynote Stage,15:20,16:00,"Regulation & Legislation, Tax & MTD","Regulation & Legislation, Tax & MTD",Rebecca Benneyworth MBE and Paul Aplin OBE take a look at some of the key tax administration and tax technology changes coming down the track in 2026 and beyond.,Paul Aplin OBE,Tax Technology Specialist,Independent Consultant,https://www.accountex.co.uk/london/speakers/paul-aplin-obe/,Rebecca Benneyworth,Principal,"Rebecca Benneyworth and Co, Chartered Accountants",https://www.accountex.co.uk/london/speakers/rebecca-benneyworth/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/rebecca-and-paul-talking-tax/,FALSE
37030,How to make your team happier and perform better  a practical guide to team wellbeing,Day 1,13-May-26,Theatre 9 - Horizon Keynote Stage,16:20,17:00,"Mental Health & Wellbeing, HR & People","Mental Health & Wellbeing, HR & Leadership","We all know that a happy team is a better team. They perform better, stay together longer and even make more profit, but how do you make a team feel happier? In this interactive session, workplace wellbeing expert Richard Clarke will explain the real drivers of workplace wellbeing and share a practical framework you can follow to help your team feel a little happier at work. In this session you will learn: The five pillars of workplace wellbeing The steps required to implement a financially sound, scalable wellbeing strategy Why the staff at the Ritz Carlton in Central Park and Timpsons in the UK are some of the happiest employees around",Richard Clarke,,Science of Happiness at Work,https://www.accountex.co.uk/london/speakers/richard-clarke/,,,,,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/how-to-make-your-team-happier-and-perform-better-a-practical-guide-to-team-wellbeing/,FALSE
37027,Networking in Action,Day 1,13-May-26,Theatre 9 - Horizon Keynote Stage,17:20,18:00,"Sales & Marketing / Branding / Social Media, Marketing & Growth",Marketing & Growth,"This high energy bootcamp will redefine how accounting professionals build meaningful relationships. Participants will explore practical frameworks to move beyond transactional networking and create trust-led, value-driven connections that support long-term growth, collaboration, and real impact.",Marie-Claire McGreevy,Co-Founder,MCO Performance,https://www.accountex.co.uk/london/speakers/marie-claire-mcgreevy/,Oonagh OReilly,Co-Founder,MCO Performance,https://www.accountex.co.uk/london/speakers/oonagh-oreilly/,,,,,,,,,,,,,https://www.accountex.co.uk/london/sessions/networking-in-action/,FALSE
,AI for bookkeepers: Simple steps to make AI your own assistant,Day 1,13-May-26,Theatre 6  Bookkeepers,10:20,11:00,"AI, AI & Automation","AI & Automation, Bookkeeping",,Natasha Everard,Bookkeeper Superhero,Bewitching Bookkeeping,,,,,,,,,,,,,,,,,,,FALSE
,Surviving Hospitality,Day 1,13-May-26,Bookkeepers' Circle @ Bookkeepers' Base Camp,11:00,11:20,Bookkeeping,Bookkeeping,,Tim Chilestone,Director,TCS Guernsey,,,,,,,,,,,,,,,,,,,FALSE
,"Bookkeepers mean business: Regulation, AI and the power of specialisation",Day 1,13-May-26,Theatre 6  Bookkeepers,11:20,12:00,"AI / Practice Management, AI & Automation","AI & Automation, Bookkeeping, Regulation & Legislation",,Ami Copeland,CEO,ICB,,,,,,,,,,,,,,,,,,,FALSE
,You Don't Need More Confidence. You Need Better Standards.,Day 1,13-May-26,Bookkeepers' Circle @ Bookkeepers' Base Camp,12:00,12:20,Mental Health & Wellbeing,Mental Health & Wellbeing,,Stephanie Marshall,Bookkeeper/Podcaster/CEO,A B C S UK,,,,,,,,,,,,,,,,,,,FALSE
,Building a connected firm: Moving from fragmented tools to end-to-end workflows,Day 1,13-May-26,Theatre 6  Bookkeepers,12:20,13:00,"Practice Management / Scaling, Practice Management","Practice Management, Technology & Software",,Zoe Whitman,Co-founder,6 Figure Bookkeeper,,,,,,,,,,,,,,,,,,,FALSE
,Growing through adversity to achieve your success,Day 1,13-May-26,Theatre 6  Bookkeepers,13:20,14:00,Mental Health & Wellbeing,Mental Health & Wellbeing,,Paula Veysey-Smith,Founder and Director,MPower Accounting Services,,,,,,,,,,,,,,,,,,,FALSE
,What they don't tell you before you start your practice.,Day 1,13-May-26,Bookkeepers' Circle @ Bookkeepers' Base Camp,14:00,14:20,Practice Management / Progressive Practice,"Practice Management, Bookkeeping",,Libby Walklett,The Boss,The Ethical Bookkeeper Ltd,,,,,,,,,,,,,,,,,,,FALSE
